0,1517,1584,274,307,262,242,182
768,0,1592,267,330,261,224,194
659,1587,0,277,408,251,221,187
270,258,270,0,782,352,1000,190
243,262,403,778,0,595,434,178
261,259,240,344,456,0,278,203
240,221,218,990,419,266,0,205
181,190,181,189,171,155,202,0
