0,1327,1386,239,269,230,211,160
672,0,1393,234,288,228,196,169
577,1389,0,242,357,220,193,164
237,225,237,0,685,308,875,167
213,230,353,680,0,521,379,155
228,227,210,301,399,0,244,178
210,193,190,867,367,232,0,179
158,167,158,165,150,136,176,0
