0,569,594,103,115,98,91,68
288,0,597,100,124,98,84,73
247,595,0,104,153,94,83,70
101,97,101,0,293,132,375,71
91,98,151,292,0,223,163,67
98,97,90,129,171,0,104,76
90,83,82,371,157,100,0,77
68,71,68,71,64,58,76,0
