0,758,792,137,154,131,121,91
384,0,796,134,165,130,112,97
330,794,0,138,204,126,110,94
135,129,135,0,391,176,500,95
122,131,202,389,0,298,217,89
130,130,120,172,228,0,139,102
120,110,109,495,210,133,0,102
90,95,90,94,86,78,101,0
