0,948,990,171,192,164,151,114,192
480,0,995,167,206,163,140,121,206
412,992,0,173,255,157,138,117,255
169,161,169,0,489,220,625,119,489
152,164,252,486,0,372,271,111,0.01
163,162,150,215,285,0,174,127,285
150,138,136,619,262,166,0,128,262
113,119,113,118,107,97,126,0,107
152,164,252,486,0.01,372,271,111,0
